Age,Sex,Sleep quality,Reliability,Psychoticism,Nervousness,Character
64,1,2,51.38,44.2,54.69,37.7
53,1,3,53.24,60,61.38,64.56
31,1,3,25.78,48.49,66.12,66.57
50,1,3,60.75,47.47,38.02,67.06
29,1,3,52.42,59.59,74.54,30.82
45,1,2,57.75,33.82,56.81,62.29
21,1,1,44.53,44.05,68.8,36.99
28,1,1,28.82,43.66,50.2,40.48
41,1,3,33.72,61.13,69.33,31.26
50,1,2,51.74,40.65,56.81,50.36
38,1,3,53.48,45.74,51.35,59.48
47,1,2,39.73,47.47,75.59,50.36
58,1,3,58.58,51.07,36.33,32.54
25,1,2,43.57,30.92,47.99,35.65
35,1,2,56.55,45.74,38.69,42.93
32,1,3,35.02,40.25,70.34,59.48
41,1,3,36.73,47.47,67.24,50.36
32,1,3,59.63,45.74,70.34,57.12
32,1,2,35.02,40.25,66.12,57.12
26,1,3,37.67,43.66,70.11,28.41
44,1,1,54.74,57.71,42.19,69.45
72,1,3,51.38,47.4,39.57,33
42,1,3,48.74,47.47,50.54,43.2
33,1,3,35.02,59.48,59.79,31.11
47,1,3,51.74,57.71,67.24,59.9
52,1,2,61.26,36.19,59.29,30.07
58,1,2,50.56,42.14,65.55,52.24
49,1,3,48.74,54.3,33.84,33.65
50,1,3,51.74,57.71,77.68,40.81
37,1,3,44.25,42.99,59.79,42.93
46,1,3,57.75,37.24,52.63,40.81
29,1,1,64.22,43.66,25.86,59.81
32,1,3,47.32,42.99,74.56,47.66
55,1,3,47.89,54.05,57.2,44.85
30,1,2,52.42,40.48,61.26,45.31
30,1,2,22.92,81.88,72.32,38.07
60,1,3,29.17,51.07,61.38,44.85
19,1,1,41.97,44.05,64.25,36.99
21,1,2,34.3,61.55,61.98,50.78
37,1,1,35.02,48.49,61.9,50.02
30,1,2,55.37,40.48,70.11,64.64
23,1,3,61.27,27.74,52.41,30.82
21,1,2,36.85,46.97,73.34,30.09
35,1,3,38.09,45.74,61.9,54.75
27,1,3,49.47,46.85,76.75,45.31
42,1,2,24.71,47.47,75.59,43.2
19,1,1,41.97,41.14,73.34,34.69
65,1,1,48.45,44.2,69.81,54.13
54,1,3,55.91,36.19,61.38,52.24
69,1,3,54.31,34.58,65.49,63.52
37,1,1,59.63,32.01,49.24,66.57
42,1,3,27.72,44.06,65.16,43.2
30,1,1,34.72,46.85,67.9,62.22
26,1,3,34.72,43.66,72.32,64.64
71,1,1,51.38,50.61,63.33,33
45,1,2,45.74,44.06,40.1,55.13
38,1,3,38.09,37.5,59.79,76.03
50,1,0,58.58,54.05,44.68,39.93
40,1,2,31.94,48.49,68.23,50.02
64,1,1,57.24,31.38,50.37,68.22
35,1,2,56.55,40.25,70.34,33.48
50,1,3,48.74,54.3,56.81,38.42
56,1,1,53.24,36.19,38.41,59.63
47,1,3,48.74,57.71,73.51,40.81
64,1,3,63.11,31.38,52.53,47.09
59,1,3,63.93,48.1,67.64,32.54
33,1,3,22.71,45.74,70.34,54.75
23,1,3,49.47,62.77,72.32,50.14
31,1,1,50.4,40.25,66.12,45.3
35,1,3,59.63,32.01,70.34,47.66
33,1,2,35.02,42.99,70.34,33.48
56,1,3,63.93,45.12,73.9,44.85
45,1,3,45.74,50.89,46.37,55.13
77,1,3,57.24,40.99,56.85,58.83
61,1,1,36.72,37.79,63.33,58.83
53,1,3,55.91,39.17,55.11,49.78
50,1,2,47.89,62.98,65.55,57.17
58,1,2,45.21,39.17,40.5,67.02
45,1,2,45.74,50.89,71.42,47.97
61,1,1,47.89,54.05,65.55,59.63
61,1,3,53.24,45.12,44.68,69.48
43,1,1,57.75,64.54,71.42,40.81
68,1,3,60.18,60.22,52.53,61.17
61,1,2,36.72,53.81,63.33,63.52
64,1,3,51.38,37.79,35.25,61.17
22,1,1,64.22,46.85,65.69,45.31
30,1,1,43.57,50.03,74.54,59.81
73,1,2,51.38,37.79,65.49,35.35
31,1,2,44.25,45.74,66.12,38.2
21,1,1,40.62,78.69,67.9,35.65
28,1,1,34.72,43.66,70.11,40.48
57,1,3,55.91,42.14,59.29,52.24
48,1,3,57.75,44.06,50.54,40.81
49,1,2,57.75,37.24,48.46,59.9
60,1,3,55.91,48.1,57.2,52.24
40,1,3,25.78,51.24,70.34,31.11
34,1,3,31.94,56.73,72.45,64.21
61,1,3,53.24,42.14,59.29,27.61
41,1,1,45.74,54.3,69.33,43.2
54,1,3,55.91,51.07,55.11,52.24
22,1,1,49.47,30.92,61.26,47.73
59,1,2,55.91,36.19,34.24,64.56
39,1,3,47.32,37.5,61.9,35.84
56,1,2,53.24,48.1,53.03,52.24
82,1,2,33.78,63.43,65.49,33
73,1,1,60.18,34.58,50.37,61.17
58,1,0,66.6,39.17,50.94,44.85
29,1,1,34.72,50.03,65.69,35.65
59,1,0,26.5,68.93,78.08,71.95
66,1,3,54.31,60.22,33.09,35.35
59,1,3,53.24,48.1,32.15,64.56
57,1,2,58.58,36.19,46.76,42.39
24,1,2,58.32,37.29,59.05,50.14
34,1,2,28.86,64.97,66.12,54.75
33,1,3,22.71,48.49,74.56,40.57
50,1,2,45.21,42.14,63.47,64.56
28,1,3,49.47,53.22,74.54,40.48
54,1,2,58.58,36.19,55.11,67.02
55,1,2,63.93,39.17,44.68,71.95
45,1,3,39.73,61.13,71.42,38.42
44,1,3,60.75,47.47,58.89,47.97
55,1,3,45.21,39.17,65.55,59.63
66,1,2,60.18,40.99,48.21,37.7
62,1,3,51.38,44.2,33.09,51.78
48,1,3,63.75,37.24,60.98,50.36
63,1,3,19.12,73.04,67.65,65.87
53,1,3,55.91,48.1,57.2,35
28,1,2,34.72,46.85,67.9,28.41
61,1,3,58.58,54.05,50.94,32.54
65,1,3,51.38,57.02,59.01,40.05
21,1,1,34.3,46.97,71.07,50.78
61,1,3,55.91,45.12,53.03,71.95
34,1,2,35.02,45.74,59.79,31.11
24,1,3,43.57,30.92,70.11,40.48
44,1,2,51.74,37.24,48.46,71.84
38,1,2,31.94,59.48,72.45,40.57
51,1,1,37.19,54.05,71.82,42.39
62,1,2,51.38,34.58,67.65,51.78
27,1,1,43.57,50.03,70.11,50.14
55,1,2,58.58,45.12,59.29,35
48,1,3,33.72,47.47,69.33,40.81
31,1,3,40.62,43.66,70.11,45.31
50,1,1,48.74,50.89,44.28,45.58
20,1,0,31.74,70.29,66.52,62.28
62,1,1,36.72,44.2,52.53,40.05
30,1,3,25.78,42.99,64.01,31.11
24,1,1,49.47,56.4,39.14,42.9
50,1,1,61.26,51.07,38.41,52.24
47,1,2,57.75,47.47,48.46,55.13
53,1,3,63.93,33.21,59.29,57.17
24,1,3,43.57,46.85,61.26,45.31
18,1,2,41.97,44.05,52.89,50.78
52,1,1,50.56,57.02,63.47,44.85
31,1,3,40.62,50.03,36.92,59.81
31,1,1,47.32,51.24,57.68,68.94
27,1,2,52.42,43.66,67.9,69.47
45,1,2,60.75,50.89,29.67,45.58
70,1,2,54.31,53.81,61.17,37.7
64,1,2,57.24,40.99,59.01,56.48
66,1,1,57.24,40.99,56.85,44.74
66,1,1,54.31,37.79,61.17,37.7
38,1,2,56.55,40.25,38.69,68.94
36,1,2,62.71,32.01,61.9,47.66
40,1,1,51.74,37.24,69.33,33.65
49,1,2,63.75,40.65,46.37,50.36
39,1,3,25.78,37.5,61.9,66.57
47,1,3,54.74,44.06,75.59,50.36
43,1,0,54.74,40.65,65.16,55.13
44,1,2,54.74,37.24,71.42,45.58
67,1,3,36.72,50.61,67.65,54.13
74,1,1,57.24,40.99,48.21,35.35
29,1,3,58.32,27.74,45.77,62.22
64,1,1,42.58,44.2,65.49,49.44
25,1,2,34.72,43.66,30.29,54.98
56,1,2,63.93,42.14,32.15,49.78
49,1,3,21.71,71.37,75.59,74.22
60,1,3,24.99,50.61,71.97,42.39
31,1,2,52.42,37.29,70.11,47.73
33,1,3,44.25,37.5,64.01,54.75
36,1,2,62.71,42.99,34.47,50.02
30,1,2,38.09,51.24,74.56,57.12
42,1,3,30.72,40.65,73.51,67.06
63,1,2,54.31,50.61,28.77,44.74
36,1,1,53.48,53.98,72.45,54.75
67,1,2,57.24,34.58,48.21,49.44
61,1,2,54.31,50.61,35.25,51.78
45,1,2,54.74,57.71,67.24,64.68
64,1,2,57.24,34.58,50.37,49.44
68,1,3,63.11,44.2,35.25,61.17
31,1,2,47.32,42.99,53.46,57.12
59,1,3,45.21,51.07,57.2,74.41
60,1,3,61.26,45.12,40.5,49.78
60,1,3,61.26,36.19,40.5,42.39
61,1,3,48.45,40.99,39.57,58.83
36,1,1,16.55,67.72,72.45,42.93
50,1,2,60.75,37.24,56.81,74.22
31,1,3,38.09,48.49,66.12,33.48
57,1,3,47.89,48.1,61.38,49.78
47,1,2,51.74,61.13,44.28,43.2
63,1,2,60.18,44.2,56.85,37.7
53,1,3,58.58,48.1,65.55,37.46
61,1,3,45.51,40.99,71.97,37.7
39,1,3,50.4,42.99,53.46,45.3
34,1,2,53.48,40.25,49.24,64.21
27,1,2,55.37,43.66,65.69,45.31
56,1,3,66.6,36.19,44.68,69.48
52,1,1,47.89,60,59.29,54.7
30,1,3,40.62,43.66,65.69,54.98
53,1,3,55.91,45.12,63.47,35
54,1,3,37.19,54.05,75.99,39.93
38,1,3,47.32,37.5,68.23,35.84
51,1,3,60.75,44.06,63.07,57.52
36,1,3,31.94,40.25,64.01,59.48
31,1,1,43.57,46.85,54.62,45.31
30,1,3,47.32,48.49,70.34,50.02
27,1,2,46.52,65.96,65.69,40.48
51,1,2,42.54,51.07,48.85,62.09
57,1,2,58.58,51.07,42.59,37.46
40,1,1,44.25,51.24,66.12,33.48
72,1,2,54.31,40.99,54.69,61.17
60,1,2,45.21,42.14,38.41,44.85
66,1,1,42.58,50.61,56.85,33
51,1,3,63.93,54.05,67.64,39.93
29,1,3,28.82,46.85,74.54,62.22
58,1,2,42.54,42.14,75.99,59.63
53,1,3,47.89,42.14,63.47,69.48
31,1,2,25.87,53.22,65.69,69.47
29,1,3,40.62,50.03,70.11,42.9
18,1,3,31.74,52.8,71.07,59.98
37,1,3,41.17,42.99,42.91,47.66
51,1,3,45.21,62.98,61.38,62.09
41,1,1,30.72,67.95,60.98,64.68
47,1,1,63.75,30.41,44.28,57.52
70,1,2,54.31,50.61,56.85,58.83
59,1,3,58.58,42.14,32.15,42.39
65,1,2,51.38,34.58,71.97,42.39
31,1,3,53.48,45.74,64.01,47.66
60,1,3,50.56,62.98,57.2,37.46
31,1,3,55.37,40.48,63.47,50.14
54,1,3,66.6,42.14,73.9,39.93
63,1,2,45.51,44.2,54.69,68.22
47,1,2,48.74,44.06,71.42,45.58
54,1,3,63.93,36.19,48.85,67.02
32,1,2,50.4,53.98,70.34,50.02
27,1,3,40.62,53.22,76.75,64.64
40,1,0,25.78,64.97,72.45,38.2
24,1,3,46.52,59.59,67.9,64.64
42,1,1,30.72,81.6,75.59,50.36
31,1,1,46.52,34.11,67.9,54.98
21,1,3,55.37,40.48,70.11,52.56
27,1,2,49.47,56.4,65.69,33.24
54,1,2,61.26,39.17,65.55,39.93
21,1,2,37.67,53.22,72.32,47.73
45,1,3,63.75,33.82,48.46,64.68
49,1,3,51.74,37.24,60.98,43.2
65,1,2,54.31,53.81,30.93,42.39
45,1,2,33.72,50.89,38.02,45.58
30,1,3,31.77,56.4,74.54,30.82
62,1,2,42.58,40.99,41.73,63.52
64,1,3,51.38,47.4,41.73,35.35
22,1,3,49.47,46.85,65.69,64.64
45,1,3,48.74,50.89,56.81,40.81
25,1,1,40.62,69.14,67.9,40.48
20,1,1,46.52,40.48,59.05,35.65
59,1,2,50.56,48.1,42.59,49.78
74,1,3,51.38,44.2,67.65,37.7
53,1,2,53.24,36.19,59.29,62.09
61,1,2,58.58,51.07,40.5,69.48
58,1,3,61.26,42.14,48.85,54.7
24,1,3,19.97,62.77,76.75,45.31
77,1,2,60.18,40.99,59.01,42.39
19,1,2,57.31,41.14,52.89,41.59
51,1,3,57.75,33.82,50.54,52.74
54,1,2,45.21,42.14,59.29,42.39
53,1,1,58.58,48.1,55.11,59.63
57,1,3,61.26,45.12,44.68,42.39
59,1,3,58.58,39.17,61.38,49.78
51,1,3,58.58,48.1,32.15,42.39
65,1,3,57.24,40.99,35.25,61.17
39,1,3,41.17,53.98,55.57,61.84
53,1,2,61.26,36.19,69.73,49.78
56,1,3,55.91,60,67.64,57.17
29,1,1,55.37,34.11,67.9,28.41
64,1,2,45.51,47.4,59.01,68.22
83,1,1,48.45,37.79,46.05,35.35
62,1,1,42.58,44.2,48.21,58.83
46,1,1,66.76,37.24,65.16,40.81
69,1,2,57.24,44.2,56.85,33
23,1,1,43.57,30.92,45.77,40.48
40,1,3,51.74,37.24,50.54,59.9
56,1,2,58.58,48.1,71.82,44.85
48,1,2,54.74,33.82,69.33,47.97
50,1,3,45.21,45.12,63.47,54.7
67,1,3,51.38,44.2,65.49,42.39
69,1,2,42.58,44.2,48.21,40.05
68,1,3,54.31,44.2,59.01,35.35
46,1,3,63.75,40.65,52.63,62.29
44,1,3,57.75,54.3,40.1,59.9
62,1,2,51.38,34.58,65.49,58.83
86,1,3,60.18,47.4,43.89,47.09
68,1,3,48.45,44.2,65.49,42.39
64,1,3,51.38,40.99,74.13,56.48
44,1,3,60.75,44.06,44.28,71.84
47,1,1,63.75,33.82,60.98,50.36
57,1,2,61.26,39.17,40.5,47.32
35,1,2,41.17,45.74,34.47,35.84
60,1,3,58.58,62.98,36.33,27.61
53,1,3,45.21,60,61.38,32.54
50,1,2,15.71,54.3,58.89,40.81
64,1,2,45.51,50.61,39.57,54.13
32,1,2,56.55,37.5,64.01,52.39
43,1,3,45.74,54.3,58.89,55.13
49,1,0,60.75,30.41,31.75,69.45
61,1,1,60.18,34.58,28.77,58.83
19,1,2,44.53,64.46,73.34,39.29
71,1,3,45.51,44.2,74.13,51.78
61,1,3,57.24,40.99,39.57,68.22
32,1,3,47.32,48.49,55.57,35.84
30,1,2,50.4,48.49,68.23,35.84
62,1,1,51.38,53.81,52.53,37.7
59,1,2,55.91,48.1,53.03,52.24
57,1,2,53.24,51.07,71.82,47.32
29,1,2,43.57,46.85,72.32,50.14
41,1,1,51.74,40.65,65.16,40.81
51,1,3,60.75,37.24,50.54,67.06
54,1,1,58.58,42.14,48.85,42.39
53,1,3,42.54,51.07,61.38,47.32
26,1,2,40.62,62.77,63.47,52.56
21,1,2,25.87,50.03,76.75,35.65
35,1,3,53.48,40.25,68.23,38.2
31,1,2,55.37,34.11,54.62,67.05
44,1,2,33.72,44.06,73.51,40.81
53,1,2,45.21,51.07,59.29,44.85
27,1,1,43.57,56.4,70.11,47.73
36,1,3,44.25,51.24,0,45.3
32,1,3,50.4,48.49,59.79,47.66
51,1,2,63.93,42.14,46.76,44.85
64,1,3,51.38,37.79,63.33,40.05
25,1,1,37.67,37.29,63.47,40.48
27,1,2,31.77,50.03,65.69,57.39
27,1,3,46.52,56.4,65.69,35.65
35,1,3,53.48,37.5,61.9,68.94
33,1,1,38.09,48.49,0,61.84
57,1,3,47.89,45.12,69.73,59.63
48,1,1,27.72,71.37,73.51,69.45
26,1,2,55.37,69.14,34.71,40.48
59,1,3,66.6,39.17,46.76,47.32
47,1,3,54.74,44.06,63.07,36.04
22,1,3,37.67,53.22,74.54,52.56
26,1,1,17.02,40.48,65.69,45.31
46,1,2,54.74,30.41,69.33,59.9
63,1,1,57.24,47.4,52.53,61.17
28,1,2,43.57,65.96,76.75,67.05
36,1,2,50.4,42.99,47.13,61.84
37,1,3,41.17,40.25,57.68,66.57
61,1,2,48.45,47.4,50.37,42.39
37,1,2,53.48,40.25,53.46,38.2
45,1,3,51.74,50.89,50.54,62.29
41,1,2,42.73,47.47,52.63,43.2
66,1,1,57.24,44.2,61.17,42.39
40,1,2,56.55,42.99,70.34,42.93
49,1,3,48.74,40.65,38.02,62.29
62,1,3,36.72,50.61,61.17,40.05
27,1,2,46.52,37.29,61.26,59.81
55,1,1,61.26,36.19,36.33,35
45,1,3,60.75,40.65,44.28,57.52
64,1,3,45.51,63.43,74.13,54.13
64,1,3,57.24,53.81,35.25,42.39
66,1,2,48.45,40.99,61.17,63.52
62,1,3,57.24,40.99,43.89,37.7
38,1,1,25.78,48.49,70.34,52.39
87,1,1,33.78,40.99,54.69,40.05
48,1,2,60.75,40.65,42.19,45.58
34,1,1,53.48,45.74,59.79,42.93
23,1,3,43.57,50.03,67.9,59.81
39,1,3,35.02,51.24,74.56,35.84
45,1,1,36.73,57.71,75.59,43.2
29,1,2,61.27,40.48,63.47,42.9
34,1,3,31.94,70.47,74.56,28.75
67,1,1,54.31,34.58,37.41,56.48
65,1,1,24.99,73.04,56.85,65.87
31,1,1,61.27,40.48,50.2,47.73
48,1,2,57.75,40.65,67.24,55.13
59,1,2,45.21,45.12,73.9,49.78
24,1,0,46.52,65.96,36.92,47.73
60,1,3,53.24,42.14,73.9,67.02
44,1,2,42.73,33.82,77.68,31.26
26,1,3,40.62,69.14,70.11,38.07
58,1,3,55.91,42.14,63.47,32.54
28,1,2,43.57,50.03,61.26,47.73
19,1,3,34.3,79.04,77.89,34.69
43,1,2,33.72,44.06,58.89,74.22
44,1,2,60.75,37.24,60.98,36.04
68,1,2,57.24,37.79,30.93,49.44
57,1,1,45.21,60,42.59,37.46
36,1,3,56.55,37.5,66.12,42.93
28,1,3,40.62,43.66,54.62,50.14
49,1,2,42.73,47.47,56.81,40.81
25,1,2,43.57,34.11,47.99,62.22
38,1,3,38.09,53.98,64.01,40.57
60,1,3,63.93,42.14,38.41,52.24
55,1,3,53.24,45.12,42.59,69.48
53,1,2,61.26,48.1,69.73,35
32,1,2,31.94,34.75,66.12,68.94
40,1,3,62.71,37.5,68.23,31.11
77,1,1,54.31,47.4,65.49,49.44
45,1,3,27.72,57.71,77.68,40.81
63,1,2,48.45,47.4,46.05,47.09
52,1,2,58.58,36.19,53.03,35
53,1,2,55.91,48.1,46.76,49.78
62,1,3,54.31,44.2,48.21,56.48
53,1,2,47.89,48.1,36.33,59.63
45,1,2,51.74,40.65,46.37,59.9
19,1,3,36.85,41.14,59.7,59.98
63,1,3,57.24,40.99,56.85,35.35
66,1,3,48.45,34.58,65.49,49.44
57,1,3,55.91,48.1,61.38,42.39
48,1,2,48.74,47.47,63.07,62.29
38,1,2,59.63,45.74,61.9,40.57
29,1,1,58.32,43.66,30.29,59.81
25,1,2,52.42,43.66,54.62,52.56
50,1,2,42.73,33.82,67.24,50.36
47,1,2,66.76,47.47,46.37,38.42
21,1,3,40.62,46.85,61.26,28.41
33,1,3,38.09,48.49,70.34,52.39
40,1,3,41.17,51.24,72.45,31.11
30,1,2,34.72,46.85,67.9,30.82
27,1,2,40.62,56.4,65.69,57.39
29,1,2,34.72,50.03,70.11,45.31
36,1,2,31.94,45.74,68.23,40.57
30,1,3,49.47,50.03,59.05,67.05
54,1,3,55.91,51.07,36.33,47.32
66,1,2,63.11,44.2,41.73,40.05
51,1,3,55.91,39.17,63.47,44.85
54,1,3,50.56,54.05,73.9,32.54
32,1,2,44.25,42.99,57.68,57.12
68,1,3,60.18,37.79,56.85,61.17
50,1,3,57.75,33.82,52.63,43.2
52,1,2,55.91,60,30.06,37.46
36,1,3,53.48,48.49,72.45,40.57
31,1,1,43.57,46.85,56.84,64.64
52,1,1,45.21,54.05,53.03,52.24
33,1,3,13.48,48.49,64.01,38.2
59,1,3,45.21,45.12,44.68,39.93
48,1,2,54.74,33.82,63.07,43.2
61,1,2,55.91,39.17,59.29,35
34,1,1,31.94,45.74,66.12,52.39
27,1,1,34.72,37.29,54.62,50.14
31,1,3,31.77,43.66,47.99,40.48
76,1,3,39.65,37.79,67.65,63.52
55,1,3,53.24,48.1,65.55,32.54
33,1,3,44.25,40.25,59.79,42.93
34,1,1,47.32,45.74,57.68,28.75
22,1,2,17.02,56.4,76.75,45.31
32,1,3,25.78,64.97,57.68,38.2
60,1,2,58.58,36.19,46.76,62.09
57,1,3,61.26,62.98,42.59,52.24
66,1,3,51.38,57.02,26.61,33
39,1,3,53.48,53.98,55.57,66.57
28,1,1,28.82,50.03,65.69,59.81
54,1,1,45.21,51.07,71.82,42.39
25,1,2,28.82,46.85,74.54,59.81
69,1,2,51.38,34.58,67.65,51.78
27,1,2,17.02,46.85,74.54,74.3
41,1,1,48.74,57.71,67.24,45.58
61,1,1,57.24,34.58,63.33,33
46,1,2,57.75,44.06,71.42,52.74
35,1,3,53.48,34.75,51.35,64.21
46,1,3,42.73,44.06,67.24,43.2
29,1,2,40.62,43.66,50.2,57.39
43,1,2,48.74,47.47,54.72,45.58
62,1,1,54.31,34.58,74.13,30.66
31,1,3,52.42,37.29,50.2,67.05
60,1,2,47.89,36.19,67.64,35
42,1,1,48.74,37.24,65.16,38.42
36,1,3,59.63,45.74,59.79,50.02
55,1,3,63.93,39.17,46.76,47.32
56,1,3,58.58,45.12,57.2,57.17
48,1,1,39.73,44.06,73.51,45.58
33,1,2,44.25,34.75,74.56,35.84
48,1,2,54.74,47.47,50.54,36.04
28,1,3,37.67,46.85,63.47,76.71
26,1,2,25.87,53.22,76.75,42.9
45,1,1,51.74,57.71,31.75,45.58
57,1,0,53.24,45.12,59.29,74.41
61,1,2,63.93,42.14,38.41,54.7
59,1,2,63.93,42.14,40.5,54.7
55,1,3,61.26,48.1,57.2,44.85
59,1,3,55.91,60,30.06,44.85
40,1,3,47.32,42.99,64.01,38.2
59,1,2,47.89,42.14,69.73,59.63
34,1,2,44.25,34.75,68.23,40.57
30,1,3,34.72,69.14,61.26,59.81
57,1,2,47.89,54.05,53.03,47.32
35,1,1,50.4,40.25,53.46,40.57
67,1,3,57.24,37.79,35.25,70.56
63,1,3,57.24,34.58,67.65,35.35
52,1,3,34.52,57.02,55.11,49.78
65,1,3,45.51,53.81,43.89,35.35
22,1,1,43.57,46.85,72.32,62.22
57,1,3,63.93,39.17,63.47,42.39
28,1,2,52.42,37.29,63.47,45.31
43,1,1,60.75,47.47,46.37,47.97
58,1,1,58.58,45.12,53.03,57.17
49,1,3,57.75,61.13,56.81,43.2
30,1,3,43.57,34.11,45.77,47.73
61,1,3,57.24,50.61,61.17,65.87
30,1,2,44.25,40.25,57.68,54.75
38,1,3,35.02,56.73,57.68,35.84
47,1,1,48.74,50.89,44.28,47.97
25,1,3,31.77,62.77,76.75,33.24
66,1,2,60.18,44.2,41.73,65.87
55,1,3,55.91,45.12,36.33,59.63
29,1,2,28.82,46.85,76.75,47.73
36,1,3,35.02,64.97,66.12,57.12
28,1,3,58.32,34.11,65.69,52.56
32,1,2,38.09,42.99,70.34,31.11
50,1,2,60.75,54.3,50.54,40.81
38,1,3,50.4,45.74,45.02,64.21
24,1,2,34.72,53.22,76.75,54.98
64,1,3,45.51,60.22,74.13,51.78
33,1,2,35.02,59.48,72.45,76.03
59,1,1,45.21,45.12,59.29,42.39
57,1,2,53.24,45.12,34.24,39.93
27,1,3,46.52,40.48,65.69,54.98
28,1,2,37.67,40.48,59.05,57.39
52,1,2,47.89,57.02,75.99,59.63
30,1,3,49.47,34.11,54.62,59.81
28,1,2,55.37,62.77,32.5,47.73
62,1,2,63.11,40.99,54.69,49.44
54,1,3,58.58,39.17,32.15,59.63
27,1,3,64.22,34.11,72.32,52.56
42,1,3,54.74,44.06,67.24,69.45
39,1,3,56.55,34.75,45.02,40.57
52,1,3,55.91,48.1,40.5,42.39
39,1,2,50.4,37.5,42.91,57.12
26,1,1,55.37,40.48,61.26,35.65
33,1,3,25.78,53.98,70.34,28.75
32,1,2,38.09,48.49,45.02,47.66
69,1,3,60.18,40.99,56.85,40.05
64,1,3,51.38,47.4,67.65,56.48
20,1,2,46.52,37.29,63.47,54.98
55,1,3,58.58,36.19,48.85,54.7
20,1,3,29.18,61.55,71.07,50.78
27,1,1,55.37,34.11,63.47,54.98
28,1,3,28.82,50.03,52.41,57.39
26,1,2,55.37,27.74,52.41,57.39
35,1,3,56.55,48.49,55.57,61.84
49,1,2,60.75,40.65,44.28,40.81
47,1,3,48.74,57.71,58.89,45.58
31,1,3,16.55,53.98,70.34,59.48
49,1,3,57.75,30.41,48.46,64.68
39,1,1,59.63,34.75,47.13,73.66
63,1,2,57.24,47.4,48.21,30.66
59,1,3,58.58,33.21,48.85,35
49,1,1,48.74,47.47,52.63,38.42
21,1,2,37.67,46.85,74.54,42.9
63,1,3,42.58,40.99,59.01,44.74
54,1,3,61.26,42.14,63.47,44.85
31,1,2,52.42,46.85,45.77,50.14
52,1,2,53.24,39.17,48.85,49.78
22,1,3,22.92,56.4,76.75,40.48
30,1,2,58.32,56.4,76.75,30.82
20,1,2,49.64,38.22,73.34,27.79
67,1,1,54.31,53.81,63.33,49.44
26,1,2,46.52,30.92,54.62,57.39
55,1,3,34.52,65.95,44.68,44.85
61,1,2,54.31,50.61,50.37,30.66
52,1,3,58.58,39.17,55.11,62.09
22,1,3,31.77,46.85,72.32,38.07
33,1,1,50.4,37.5,66.12,40.57
38,1,2,56.55,34.75,68.23,52.39
35,1,3,56.55,45.74,34.47,61.84
40,1,2,54.74,50.89,52.63,55.13
64,1,2,36.72,50.61,69.81,44.74
87,1,2,42.58,60.22,48.21,44.74
82,1,3,60.18,47.4,37.41,42.39
31,1,1,19.63,64.97,68.23,59.48
31,1,2,53.48,42.99,49.24,40.57
42,1,2,33.72,50.89,69.33,40.81
41,1,3,33.72,47.47,58.89,62.29
53,1,3,58.58,39.17,50.94,44.85
54,1,1,55.91,48.1,34.24,35
42,1,2,45.74,50.89,35.93,74.22
70,1,3,54.31,40.99,65.49,49.44
54,1,2,53.24,60,42.59,47.32
49,1,2,21.71,47.47,48.46,52.74
56,1,2,58.58,36.19,53.03,54.7
26,1,3,40.62,40.48,72.32,38.07
60,1,3,55.91,51.07,65.55,42.39
41,1,2,54.74,50.89,71.42,59.9
66,1,3,51.38,37.79,74.13,40.05
65,1,3,48.45,50.61,65.49,35.35
68,1,3,51.38,44.2,65.49,44.74
59,1,3,55.91,51.07,57.2,59.63
29,1,2,40.62,40.48,59.05,47.73
45,1,3,33.72,64.54,73.51,52.74
30,1,2,61.27,37.29,59.05,30.82
17,1,1,36.85,70.29,68.8,36.99
33,1,1,44.25,32.01,64.01,31.11
49,1,3,63.75,37.24,48.46,45.58
57,1,3,47.89,48.1,53.03,71.95
69,1,2,51.38,34.58,54.69,72.91
38,1,2,41.17,34.75,40.8,38.2
44,1,3,42.73,47.47,65.16,57.52
24,1,3,28.82,75.51,59.05,67.05
26,1,3,31.77,46.85,56.84,47.73
61,1,3,39.65,47.4,63.33,54.13
37,1,3,31.94,48.49,72.45,50.02
53,1,3,61.26,45.12,63.47,47.32
26,1,3,52.42,40.48,74.54,33.24
25,1,3,28.82,50.03,63.47,57.39
38,1,3,25.78,62.23,68.23,28.75
32,1,3,28.86,45.74,59.79,66.57
26,1,3,34.72,43.66,67.9,71.88
60,1,3,58.58,42.14,59.29,57.17
44,1,3,36.73,54.3,75.59,45.58
76,1,3,48.45,50.61,33.09,37.7
65,1,2,57.24,50.61,37.41,65.87
58,1,2,39.87,65.95,69.73,57.17
65,1,3,39.65,50.61,52.53,47.09
35,1,0,59.63,34.75,59.79,71.3
61,1,3,42.58,47.4,43.89,63.52
36,1,2,35.02,45.74,38.69,42.93
17,1,2,39.41,61.55,61.98,48.48
47,1,2,57.75,30.41,44.28,45.58
34,1,2,44.25,37.5,64.01,45.3
59,1,1,58.58,48.1,61.38,32.54
34,1,3,35.02,53.98,68.23,35.84
66,1,2,54.31,50.61,50.37,56.48
48,1,3,54.74,50.89,63.07,55.13
25,1,1,31.77,56.4,76.75,50.14
29,1,2,52.42,50.03,74.54,54.98
27,1,3,46.52,46.85,72.32,30.82
55,1,3,45.21,48.1,67.64,49.78
51,1,3,60.75,44.06,67.24,40.81
28,1,3,40.62,50.03,72.32,45.31
